input_text,target_text
جنوبی افریقہ کے خلاف ٹیسٹ میچ کے دوران اسٹریلوی کھلاڑی کی بال ٹمپرنگ,کیا ن لیگ اس مقدمے کے ابلاغ کی صلاحیت رکھتی ہے
کچھ عرصہ پہلے لکھا جاتا تھا کہ غربت بھی فحاشی ہے۔,بھی دینی حلقوں میں اضطراب کی لہر دوڑا دی ہے۔
ہم نے سارا دن خریداری میں صرف کر دیا,میرا ناشتہ کمرے میں بھجوا دیجئے
جو گرم اور مبہم احساسات کے لیے قابلاجازت سطر پر سے گزرا,رکنے کا نام ہی نہیں لیا۔
کتابیں بھی دلہنوں کی طرح ہوتی ہیں۔,مس یونیورس کا اعزاز فرانس کے نام
تو ظاہر ہے۔,سیاست دان قوم کو تقسیم کرتا ہے لیڈر جمع کرتا ہے۔
خیر ایسا ہونا ہی تھا۔,ائی سی سی ورلڈ الیون بمقابلہ ویسٹ انڈیزشاہد افریدی شعیب ملک ورلڈ الیون میں شامل
مسئلہ لبرل یا مذہبی ہو نے میں نہیں رویے میں ہے۔,آج اہل فلسطین کو ایک نئی حکمت عملی کی ضرورت ہے۔
ایشیاء سرخ ہے۔,انہیں کیوں مبعوث کیا جاتا ہے
کہیں نظر نہ لگ جائے,اس طرح کی اور بھی فلمیں ہونی چاہئے
بت پرستی کا مطلب یہ ہے,چوتھا مسئلہ یہ پیدا ہوتا ہے
محترمہ مریم ایک عرصہ سے متحرک ہیں۔,لاہور کی فلم انڈسٹری بھی آباد تھی۔
اس ایشو کو زیربحث لانا چاہیے۔,یہی نہیں آج سماج بھی زندہ ہے۔
انگلینڈ کیخلاف پہلا ٹیسٹ یاسر شاہ ان فٹ ظفر گوہر کو کھیلانے کا فیصلہ,وادر سے متعلق دلچسپ حقائق جانیے
میں بھی اسی سکول میں پڑھتا تھا۔,باقی بھی گزر جائے گی۔
کالی مرچ کے حیرت,برداشت سب کچھ جگر کو ہی کرنا پڑتا۔
اس موسم میں بے رحم شکاری حضرات کی بے,سابق فیلڈنگ کوچ کی پی سی بی اور کھلاڑیوں پر الزامات کی بوچھاڑ
سونے کی مقامی قیمت ماہ کی بلند ترین سطح پر پہنچ گئی,ہم مغرب نہیں۔
خاصی بہتر رہی ہے۔,جو آئے روز ہو رہا ہے۔
حاصل کیا ہے وہ اپنے بل بوتے,پاکستان ہاکی ٹیم اج ہالینڈ سے ٹکرا ئے گی
ارجنٹینا کا موسم گرما کا وقت,اور اکثریت کا ماننا ہے کہ ناکامی کی اصل وجہ مصباح الحق کی دفاعی حکمت عملی ہے
انگریز کہاں سے آئے,بھارت پہلے میچ کی شکست کے بعد پریشر میں ہوگاوسیم اکرم
اللہ کرے اس چھپے کھیل میں مسلمان کامیاب ہو,ہیکرز نے کس طرح
بہم ہوئے تو پڑی ہیں جدائیاں کیا کیا,انسان یہ خیال کرتا ہے کہ بس ووٹ دینے کی دیر ہے۔
البتہ قرآن کے سارے معجزے ہمیں زبانی یاد ہیں,سیاسی جماعتیں پہلے کی طرح باہم دست و گریبان ہیں۔
ائی پی ایل فائنل سن رائزرز حیدراباد نے جیت لیا,محرم ہو آدھا ملک بند۔
مغربی افریقہ,جہاں دنیا کا سب سے اونچا
اصل ٹارگٹ پہ نظریں جمی ہوئی ہیں۔,بند کر دی گئی۔
مغربی ارجنٹینا کا وقت,یہ ان کا حق ہے۔
کوئٹہ گلیڈی ایٹرز کی قیادت,جس کا بجٹ زیربحث نہ لایا جا سکے
جس کی وجہ سے ان کو بچوں میں زیادہ مقبولیت حاصل ہوئی,یہی حال شریفوں کا ہے۔
انسان پر لازم ہے کہ وہ اللہ تعالی کی وحدانیت کا اقرار کرے,بی بی سی اردو معافی مانگے کہ اس نے مریضوں کی شکل بلیرڈ نہیں کی۔
اس پیغمبرانہ صدا کی بازگشت میں آج بھی سنتا ہوں۔,ان کے سامنے وہی سچ تھا کہ جان ہے۔
اس میں سر فہرست بادشاہ ہیں۔,ایک وجہ اس دور کا سیاسی نظام تھا۔
تو پھر کیابنے گا,کام کی بات کرو۔
ٹک ٹوک کمپنی کا,ٹھنڈی ہوا کے جھونکوں کا منتظر ہے
اسٹریلیا میں ورلڈ سولر چیلنج ریس کا اغاز ہو گیا,جلد بازی میں فیصلے کرتا ہوں
زینب قتل کیس کا فیصلہ قابل تحسین ہے,جب یہ معاملات کسی عدالت میں زیر بحث ہی نہیں تھے۔
ان کا خیال ہے کہ اب ان کو ایک اور موقع مل گیا ہے۔,الیکشن ہونے والے تھے
ملک بھر میں بھارتی فلموں,یہ کتاب واقعی جھنجھوڑ دینے والی ہے۔
سبزہ کی بھرمار تھی کہیں میدان آ جاتا پھر جنگل شروع ہو جاتا,اسی میں ہمارے لیے امکانات کی ایک دنیا پوشیدہ ہے۔
یہ دیرپا عمل ہے۔,رینکنگ بھی اس کی دلیل ہے۔
جاپان کی جے ایکس ہولڈ ینگس کمپنی جس میں جاپان کی چیدہ چیدہ پٹرولیم کی صنعت کی کمپنیز شامل ہیں,شہر کے سارے معززین کشمیر جا چکے ہیں
میرے وطن کو اباد رکھنایوم ازادی کے لیے نیا ملی نغمہ,جو وائرس کے ساتھ ساتھ افواہوں کے خلاف بھی لڑ رہے ہیں۔
بہم ہوئے تو پڑی ہیں جدائیاں کیا کیا,یہ کس خلش نے پھر اس دل میں آشیانہ کیا
محکمہ ڈاک پاک پر,کیا یہ نظم ریاست ان کی حدود کا بھی تعین کر تا ہے
بغیر سوچے سمجھے کام کرتا ہوں,گھر کی باتیں گھر میں کی جاتی ہیں۔
تو اس کی اساس بین الاقوامی تعلقات کے مسلمات ہوں۔,کرنسی کی قدر کم کرنے اور درامدات بڑھنے سے پاکستان کی مالی مشکلات میں اضافہ
کبھی بھی پیرا شوٹ سے چھلانگ لگانا پسند نہیں کروں گا,ناچاہتے ہوئے بھی ہمیں وہاں سے اٹھنا پڑا
وہ انسانوں میں چھپی تجلی کو بھی دیکھ سکتی ہیں,نواز شریف کرکٹ بورڈ میں تباہی کی ذمہ داری قبول کریں عمران خان
ٹیرا بٹس کو ایک,یہاں تک کہ آپ واپس حقیقت کی دنیا میں لوٹ آتے ہیں۔
ڈیری فارمز عہدیداران نے دودھ کی قیمتیں بڑھانے کا اٹل فیصلہ کرلیا,وہی تشریف لے جائیں۔
تاہم اداکار شاہد کپور کے,جرمن
عمران خان کی تقریر کے بعد ایک بار پھر یہی فضا ہے۔,جو سے سال کا آخر کا چھٹی اور تحائف دینا کا سیزن میں مسابقت شدید ہونا رہنا ہونا
یورپا فٹبال لیگ رسنل اور ایٹلیٹکو میڈرڈ کے درمیان میچ برابر,اعضا کی پیوند کاری کرانے والوں کو دوسری خوراک ترجیحی بنیادوں پر دی جارہی ہے
جوں جوں وقت گزرے گا۔,صحبت میں غیر کی نہ پڑی ہو کہیں یہ خو
اصل مسئلہ کیا ہے,لیکن فرض کیجیے کہ وہ کافر بھی ہوں۔
یہ رقم مجموعی طور پر,اس ویڈیو میں نہ صرف ان دونوں
کس کی چاہ ہے,نہیں تھا لیکن بڑے بڑے اشتہارات نکالے جاتے یہ باور
گریناڈا,جہاں شور اور ٹریفک برائے نام تھی۔
لاہور اسلام آباد موٹر وے بنتی ہے۔,وہ کیا کر رہے ہیں۔
جہالت کا علاج کیا,الیکشن دلچسپ ہو گا۔
آپ کون ہے,وہ کر دکھایا۔
نہ صرف آواز دلکش ہے۔,تم یہاں آئے کیوں ہو
وہ روحانیت جو ایک پراسرار دنیا ہے۔,اسٹیٹ بینک انڈیا
کتاب راموز نکھوں میں بجھے جون ایلیا کا رزمیہ,"آج لیکن سیاسی حکومت ہے"" اسے سوچنا ہو گا"
گرین ہوتے ہیں,لاہور قومی کرکٹ ٹیم کا پریکٹس سیشن ختم ٹریننگ کیمپ شروع
شاہ فیصل مسجد میں ایک لاکھ افراد عبادت کرسکتے ہیں,افسر اعلی ابھی تک چھٹی پر ہیں
چند جملوں میں کہہ دیا۔,گھر کا تالا کھولا
طاقتور حلقوں کے کام بھی آرہے تھے۔,یہی نہیں پنجاب میں پختونوں کی بڑی تعداد آباد ہے۔
تقسیم کار کمپنیوں کی طرف سے ایسا نہیں کیا گیا,ماسک کی حالت دیکھو کیا بدترین کوالٹی کے۔
بانڈز کی قیمتیں بلند تھیں,اس باب میں ایک اور بات بھی ہماری توجہ چاہتی ہے۔
جس کا بجٹ زیربحث نہ لایا جا سکے,اس کا کوئی جواز ہے
مسئلہ کشمیر کے تمام روایتی حل ناکام ہو چکے ہیں۔,سڑکوں اور پلوں سے سوچ نہیں بنتی۔
خدشات لاحق ہیں۔,اس کا مطلب ہے کہ سیاسی حل کا امکان ختم ہو گیا ہے۔
وہ تب تک ہی رہتے ہیں۔,تھائی لینڈ کی غار میں لاپتہ ہونیوالے فٹبال ٹیم کے کھلاڑیوں کو زندہ بچا لیا گیا
مہم جو ہوں,وہ ماحول پاکستان کا ماحول نہیں ہے۔
یعنی فوجی دباؤ کے نتیجے میں نہیں۔,اس موقع پر سیکریٹری پروٹوکول مشاری بھی موجود تھے
اور سینئر ڈاکٹروں اور نرسوں کی جگہ خاک روب اور عیسائی لڑکے لڑکیاں وردی پہن کر,نوآبادیات کا پس منظر سرمایہ دارانہ ہے۔
عام-مقصد کی تلاش,لیکن ایسا کرنا قومی ٹیم کو لاحق بیماری کا مستقل اور کارآمد علاج نہیں ہے
کراچے بالکر,"معرفت کی دوسری سطح ""سائنٹیفک معرفت"" ہے۔"
ہماری سوچ فرسودہ ہے۔,فیفا ورلڈ کپ فرانس اور بیلجیئم اب تک ایونٹ میں ناقابل شکست ہیں
بہت اچھا ہے کچھ نہ کچھ کرتے رہنا چاہئے,بالآخر ہوا۔
میٹھا آملیٹ تیار,بہارتی وومن ٹیم
حقیقت میں نہیں,ایک دن میں کوئی حل نہیں نکلے گا۔
ریمنڈ ڈیوس کا قصہ ہمیں یاد نہیں,ٹام کار کے حادثے میں بچ گیا تھا۔
وسطی افریقہ,دلچسپی ہو سکتی ہے۔
یہ میں نے اپنے سے لکھا ہے ۔,میں اس وقت ایک پتھر پر بیٹھا ہوں جو میرے حجم سے تقریبا گنا بڑ اہو گا
حکومت نے نئی سال کی آمد پر موبائل صارفین کے لیے فونز کی درآمد پرسبسڈی دینے کا اعلان کیا ہے,حیات شیخ چلی کے چند صفحات پروف دوم کے لیے میسر ہیں۔
یہ کب آئے گا,ہر بار یہ گمان ٹوٹا۔
مذہب اور سیاست کی یک جائی کا ایک نتیجہ یہ بھی ہے۔,ستم سکھلائے گا رسم وفا ایسے نہیں ہوتا
ایسے افراد جو ملازمت کررہے تھے,اس گنجان جزیر ے میں جہاں انسان اچار کی طرح ڈبوں میں بند ہے
سب کچھ وہاں ہے۔,اسے سارا شہر دکھا دو
ہم مسلمان معاشرہ تھے۔,تو اثر چھوڑ جاتے ہیں۔
دوسروں کی ضروریات کا اندازہ لگا لیتا ہوں,یہاں کے جنت نظیر نظارے سیاح کو ساری زندگی یاد رہتے ہیں
میں شائد یہ کروں,کہا جاتا ہے کہ ''ڈان لیکس‘‘ محض ایک راؤنڈ تھا۔
کلورو فلورو کاربن گیسیں یا سی ایف سی گیس,شعیب ملک نے مداحوں کو ننھے مہمان کی امد کی نوید سنادی
ایسی ہمت ہر ایک میں نہیں ہو سکتی۔,یہ بھی ممکن ہے کہہ ضرورت کے تحت
چیمپینز ٹرافی میں قومی ہاکی ٹیم کی مایوس کن کارکردگی نگران حکومت نے نوٹس لے لیا,مسائل کا حل نظام میں تلاش کیجیے۔
وہ صرف انتہا پسندی پیدا کرتی ہے۔,آپ کو پسینہ آرہا ہے
ان پہ ریکارڈ کرایا۔,آپ اداس دکھائی دیتے ہیں
کوہلی کے نہ کھیلنے سے بھارتی ٹیم کو فرق پڑسکتا ہے سرفراز,پاکستان کرکٹ بورڈ نے اٹھارہ نوجوان کرکٹرز کو ایمرجنگ کیمپ کیلئے بلا لیا
عبداللہ اپنے گھر میں بے چینی سے ٹہل رہا تھا,مقررہ قیمتوں سے زائد نرخوں پردودھ بیچنے والے ڈیری فارمرز گرفتار
کھلاڑی کا جہاز سے بال باسکٹ کرنے کا کارنامہ,رات کا کھانا خود پکائیں گے
تو کسی کی کیا مجال کہ آپ کو روکے۔,پارٹی کب دے رہے ہو
کپتان بدلنا مسائل کا حل نہیں بلکہ نظام کو بدلنا ہوگا,اس عمر میں کافی زمانہ دیکھ چکے ہیں۔
نہ آصف علی زرداری کبھی بولتے تھے۔,پاکستانی شہریوں کے لیے کویتی ویزے کی بحالی پر بڑی پیش رفت ہوئی ہےا
اس کے حق میں ہے۔,لیکن ہم اس بارے کچھ سوچ نہیں رکھتے۔
